O,V
107713,16
107426,D1
107440,E5
108257,H4
107768,D25
108238,D44
108307,G11
107497,C7
107567,K7
107629,A7
108086,56A
107995,C29
107589,39
107964,B36
107372,47A
107608,44F
107941,36
108060,A29
107988,5
107785,D15
107536,K8
107388,5
108271,42B
108355,H8
108303,1
107507,A27
107888,C7
108128,E7
108256,43
108045,C21
108235,36
107695,4
107427,D39
108030,G3
107809,D27
108267,3
107371,A3
108104,A30
107408,E14
107719,D5
108004,D2
107673,G6A
108001,C14
108403,B34
108324,34
107474,27
107336,H17
107881,2
107625,B8
107432,E3
108180,D20
107633,C29
107739,75B
108038,8
107544,C-43
108019,77
107562,3
107674,10
108328,D25
107753,C20
107521,B13
108361,B44
107458,A6
107320,A1G
107486,87A
107455,A7
108383,75
107524,56
108399,C136
107444,--
107314,A37
108064,73
107878,E3
107485,B11
107667,--
108162,D23
107357,C27
108160,77
108214,81
108837,15
109422,G19A
109474,C14
109402,D3
109464,G9
108690,K13
108753,A7
108914,D41
108654,K9
109524,H10
109460,1
109021,C2
109421,33
109279,D33
109188,D16
108819,6
109167,G1B
108939,D17
109430,3
108485,A3
109255,A29
108522,E14
108592,27
108450,K15
108558,D33
108544,D24
108896,C4
108614,C12
109232,57
109130,C30
108710,36
109099,B34
108487,42B
108727,44J
109078,35
109203,A29
109123,5
108499,1
109435,43
108625,A27
109399,42
108545,D5
108844,D12
109138,D1
108795,G7
109135,C39
109567,B35
109486,43
109015,2
108747,B21
108550,E16
109339,D14
108757,B14
108866,73
109178,12
108664,C-40
109154,77
108684,3
108796,8
109490,D14
108646,E35
108883,C26
108638,C29
109531,B46
108578,A6
108434,A2A
108606,78B
108574,A11
109549,84
108641,58
109564,C120
108564,--
108428,A37
109208,72
109012,E3
108605,B13
108789,--
109317,D23
108473,C27
109315,HOLD
109374,85
110344,15
110347,G19A
110446,C30
110312,D44
110429,G9
110071,H15
110191,A7
110493,D36
110001,K9
110523,H15
110422,1
109589,C19
110343,41
110063,D48
109902,D28
110305,6
109862,G1B
110543,D20
110360,3
109707,A3
110022,A29
109773,E14
109890,27
109644,K8
109839,D43
109808,D1
109929,C16
109985,57
110099,33
109739,B35
109711,48B
110130,44F
109687,40
109931,A29
109786,5
109728,3
110369,45
109951,A27
110301,8
109811,D32
110352,D30
109810,D40
110260,G3
109807,C8
110617,B34
110465,3
110662,2
110171,B8
109825,E2
110185,D4
110196,C25
110394,70A
109881,9
110017,E8
109838,75B
110064,3
110262,9
110471,D14
109988,E36
110417,C26
109968,B11
110536,B36
109868,B13
109617,A1G
109915,87A
109863,A14
110573,75
109977,58
109847,--
109603,A37
109938,70B
110658,E3
109914,B9
110251,--
110150,D23
109693,C11
110148,75
110261,83
111102,16
111725,H2
111782,C24
111704,D22
111772,H4
110945,H15
111013,A7
111183,D24
110911,H8
111831,H15
111768,1
111303,C24
111724,33
111574,E5
111475,D40
111084,6
111456,G7
111210,D21
111733,1
110739,A3
111549,A29
110779,E14
110848,27
110700,K19
110815,D33
110799,D1
111163,C8
110870,A37
111523,56A
111418,C35
110966,42
111384,B31
110741,48B
110985,44J
111362,44
111492,A29
111410,1
110753,5
111738,47A
110881,A27
111700,42
110800,D12
111109,D24
111427,D11
111057,G20
111424,D17
111878,B31
111794,34
111298,2
111006,B9A
110807,E10
111640,D18
111017,C23
111133,76
111467,12
110920,C-40
111443,76
110940,3
111058,10
111798,D14
110904,E36
111149,A3C
110895,B13
111838,B29
110835,B13
110685,A1G
110863,79
110831,A23
111857,85
110898,58
111875,C137
110820,--
110679,A37
111496,70B
111295,E3
110862,B9
111051,--
111614,D23
110724,C11
111611,77
111676,86
112332,15
112950,G1A
113006,C24
112929,D16
112996,G19
112174,K15
112242,A7
112414,D45
112140,H12
113056,K12
112992,3
112532,C27
112949,2
112802,E5
112703,D21
112313,6
112684,G1B
112441,D17
112958,1
111969,A3
112778,A25
112008,E14
112076,27
111931,K15
112043,D33
112027,D22
112394,D36
112098,A22
112752,56A
112646,C19
112195,40
112613,B31
111971,41
112214,44E
112591,40
112720,A29
112638,5
111983,3
112963,43
112109,A27
112925,40
112028,D47
112339,D30
112655,D3
112285,G4
112652,C28
113103,B35
113018,10
112527,2
112235,B10A
112035,E15
112865,D8
112246,C11
112363,70A
112695,8
112149,C-37
112671,70B
112169,3
112286,12
113022,D14
112132,E35
112380,A3C
112123,B9
113063,B36
112063,B13
111916,A2G
112091,87A
112059,B28
113082,74
112126,58
113100,C136
112048,--
111910,A38
112725,77
112524,E3
112090,B9
112280,--
112839,D23
111955,C11
112836,75
112902,96
113481,15
113982,G19A
114025,C24
113965,D50
114019,G5
113346,K15
113406,A7
113548,D38
113317,H14
114062,K8
114017,1
113648,C21
113981,38
113857,E5
113783,D18
113466,6
113770,G19A
113570,A19
113987,5
113177,A3
113836,A29
113205,E14
113265,27
113151,H11B
113234,D33
113221,D1
113528,A34
113281,C36
113815,57
113739,A37
113368,42
113714,B31
113179,48A
113383,44J
113696,37
113795,A29
113735,5
113187,3
113992,45
113291,A27
113962,4
113222,D37
113488,D24
113747,D40
113446,H3A
113744,C16
114111,B31
114033,37
113641,2
113400,B25
113227,E23
113777,9
113324,C-39
113447,7
114037,D14
113512,C20
113306,B13
114070,B26
113252,A13
113138,A2A
113275,87A
113250,A14
114093,84
113310,58
114108,C84
113238,--
113131,A37
113638,E3
113274,C21
113440,--
113170,C19
113884,75
113938,85
114547,15
115119,G19A
115176,C19
115099,E9
115168,G5
114394,K9
114460,A7
114622,D12
114363,H11A
115220,K12
115164,1
114734,A18
115118,41
114978,E7
114892,D31
114530,6
114876,G6B
114648,D22A
115128,3
114196,A3
114955,A30
114235,E14
114300,27
114160,K10
114264,D33
114251,D11
114603,D30
114323,C2
114933,57
114842,C33
114416,46
114811,B31
114198,47B
114436,44J
114786,3
114907,A29
114835,5
114213,5
115132,43
114334,A27
115096,44
114252,D19
114553,D19
114851,D2
114505,G8
114848,C6
115273,B31
115187,46
114726,2
114454,B18
114256,E17
115039,D20
114464,B5
114572,73
114884,7
114371,C-44
114866,73
114389,3
114506,10
115191,D14
114588,C22
114348,B13
115227,B42
114284,B13
114146,A2A
114312,87A
114281,A3
115250,70
114351,58
115269,C73
114269,--
114140,A37
114911,72
114723,E3
114311,B11
114499,--
115016,D23
114182,D7
115013,75
115075,85
115715,15
116322,G17
116377,C14
116303,D22
116368,H3A
115559,K9
115626,A7
115793,D10
115526,H10
116426,K9
116364,1
115909,C15
116321,45
116178,E5
116081,D20
115695,6
116061,G16
115818,D25
116330,3
115356,A3
116153,A29
115395,E14
115463,27
115319,H14
115430,D45
115415,D25
115775,D22A
115485,C39
116128,57
116024,D18
115580,45
115990,B33
115358,47B
115598,44I
115967,36
116098,A29
116016,5
115370,3
116335,46A
115496,A27
116299,42
115416,D19
115722,D17
116033,D1
115669,G6B
116030,D25
116472,B35
116388,1
115904,2
115619,B12B
115422,E8
116240,D14
115630,C29
115745,72
116072,9
115534,C-39
116048,75B
115554,3
115670,7
116392,D25
115518,E35
115762,A5C
115509,B13
116433,B42
115449,A13
115304,A2G
115478,76B
115445,A11
116451,75
115512,58
116469,C135
115435,--
115298,A37
116103,76
115901,E3
115477,B9
115663,--
116215,D23
115343,C11
116212,71
116275,81
116910,15
117457,G19A
117505,C15
117438,D3
117496,G13
116761,H15
116827,A7
116980,D46
116730,K12
117555,K5
117492,1
117085,C15
117456,2
117321,E5
117236,D40
116892,6
117218,G1B
117004,D25
117462,5
116557,A3
117298,A29
116598,E14
116667,27
116523,K19
116632,D45
116617,D22
116963,C8
116688,A22
117276,58A
117187,C26
116780,40
117156,B29
116559,47A
116798,44J
117137,14
117251,A29
116571,1
117466,47A
116698,A27
117434,46
116618,D17
116916,D32
117195,D3
116871,G14A
117193,D22
117596,B33
117517,40
117080,2
116819,B10B
116624,E3
117373,D16
116831,C24
116934,73
117228,7
116738,C-39
117208,77
116757,5
116872,10
117521,D14
116722,E35
116949,C26
116712,C27
117561,B45
116653,B13
116507,A2G
116682,87A
116649,A21
117577,68
116715,58
116638,--
116501,A37
117254,73
117077,E3
116681,B9
116864,--
117351,D23
116546,C27
117408,85
118030,15
118591,G17
118646,C30
118571,D1
118635,G6B
117879,H15
117947,A7
118101,D17
117847,H11A
118695,H15
118631,1
118209,C14
118590,41
118450,E5
118364,D20
118012,6
118347,G6A
118123,D28
118596,3
117678,A3
118424,A29
117717,E14
117786,27
117647,H10
117751,D33
117734,D16
118084,D36
117806,A29
118403,57
118316,C36
117899,6
118284,B34
117681,47B
117917,44J
118263,42
118380,A29
118308,5
117692,1
118600,47B
117816,A27
118567,36
117735,D30
118036,D11
118324,D22
117990,G2A
118322,D21
118738,B31
118658,3
118204,2
117939,B23
117742,E23
118508,D20
117951,B9
118056,70A
118356,9
117856,C-39
118337,77
117875,3
117991,12
118662,D14
117839,E35
118070,C22
117830,C27
118702,B44
117773,B14
117631,A2G
117800,87A
117769,A22
118718,83
117833,58
117757,--
117624,A37
118383,70B
118200,E1
117799,C28
117985,--
118484,D23
117668,C27
118481,75
118543,82
118788,D3
118791,D43
118811,A27
118757,A34
118835,44F
118829,E5
118855,5
118764,H11B
118819,A29
118815,57
118780,E14
118901,2
118786,C20
118856,46A
118789,E23
118890,68
118810,73
118867,A4B
118830,3
118861,83
119331,15
119931,G19A
119991,C11
119911,D40
119984,G13
119172,K13
119242,A7
119418,D17
119133,H10
120051,L8
119979,1
119528,C39
119929,6
119789,E5
119699,C17
119314,6
119683,G17
119438,D18
119942,3
118966,A3
119767,A29
119007,E14
119075,27
118934,H14
119045,D20
119029,D1
119397,D30
119096,C6
119743,57
119640,C33
119194,46
119611,B31
118968,47A
119212,44I
119578,8
119714,A29
119634,5
118978,1
119948,46A
119108,A27
119907,3
119030,D24
119336,D47
119651,D2
119284,G19
119648,D40
120108,B32
120004,46
119515,2
119234,B20
119038,E6
119846,D18
119246,C24
119364,75B
119692,8
119141,C-39
119671,73
119166,3
119286,9
120008,D14
119126,E35
119383,C20
119118,B13
120062,B42
119067,A14
118920,A2G
119088,78B
119062,A30
120082,73
119121,58
120104,C133
119049,--
118914,A38
119718,75B
119513,E3
119086,C21
119277,--
119828,D23
118953,C27
119825,71
119880,98
120524,15
121067,G3
121123,A29
121048,D22
121115,G9
120375,L8
120437,A7
120601,D4
120342,H11B
121176,H17
121110,1
120702,D20
121064,41
120931,E5
120852,C37
120511,6
120840,G12
120621,C30
121076,5
120184,A3
120910,A29
120219,E14
120287,29
120155,H12
120253,D42
120240,D3
120582,D30
120305,D37
120888,57
120801,A29
120396,47
120775,B36
120186,47A
120413,44J
120749,37
120865,A29
120795,5
120193,3
121083,47B
120317,A27
121046,39
120241,E5
120529,D45
120812,D2
120481,G2B
120809,C27
121225,B33
121134,8
120690,2
120432,B8
120246,E3
120986,D18
120440,B11
120552,83
120847,10
120349,C-37
120828,75A
120371,3
120483,9
121139,D25
120565,C26
120328,C30
121183,B42
120280,A24
120141,A2G
120299,78B
120278,A14
121201,74
120331,57
121222,C137
120259,--
120135,A37
120688,E3
120297,B14
120473,--
120967,D23
120173,C27
120964,77
121019,98
121660,14
122249,G6A
122306,A18
122233,D40
122299,G13
121507,K15
121573,A7
121744,D2
121469,H8
122360,H16
122292,1
121860,C28
122247,1
122115,E5
122031,D17
121646,6
122013,G1B
121767,D17
122259,3
121307,A3
122093,A30
121345,E14
121413,27
121276,H10
121383,D42
121370,D16
121725,A24
121433,D22
122070,56B
121972,C20
121531,44
121940,B36
121309,45
121546,44J
121910,40
122045,A29
121966,5
121317,1
122265,47A
121444,A27
122230,42
121371,D37
121665,D8
121983,D50
121617,G12
121980,A37
122411,B35
122317,45
121846,2
121566,B22
121376,E1
122171,D4
121578,C22
121692,70A
122023,9
121478,C-43
122003,75A
121502,3
121619,9
122321,D25
121711,C20
121455,A18
122368,B44
121405,A21
121262,A2A
121425,76A
121401,A19
122387,85
121458,58
122407,C134
121388,--
121257,A37
122048,73
121844,E3
121423,C21
121610,--
122155,D23
121295,C19
122152,75
122206,98
122849,15
123438,G19A
123498,C7
123422,D50
123490,G17
122691,K15
122761,A7
122933,D32
122654,H11A
123555,K15
123485,1
123042,A34
123437,2
123304,E5
123216,D40
122833,6
123199,G1B
123449,5
122490,A3
123282,A29
122530,E14
122594,27
122462,H10
122565,D42
122549,D11
122914,D30
122615,C29
123259,57
123157,C7
122712,5
123124,B32
122492,48A
122729,44E
123092,44
123231,A29
123151,5
122503,1
123456,42B
122628,A27
123418,43
122550,D30
122854,D6
123169,D40
122804,G5
123166,D18
123608,B33
123510,46
123029,2
122753,B13
122557,E9
123362,D18
122765,B17
122882,83
123208,8
122662,C-39
123188,73
122685,5
122806,9
123514,D25
122648,E37
122901,A5D
122638,B13
123564,B42
122588,A30
122448,A2G
122607,78A
122583,A3
123584,81
122641,58
123604,C73
122569,--
122443,A37
123235,73
123027,E3
122605,C21
122797,--
123344,D23
122479,D5
123341,79
123394,100
124041,15
124636,H3A
124697,D34
124618,D1
124688,G5
123883,H15
123951,A7
124128,D32
123846,K8
124753,K8
124683,1
124236,C31
124635,6
124494,E7
124405,D38
124024,6
124388,G1B
124148,A19
124647,3
123685,A3
124472,A29
123723,E14
123787,27
123657,H10
123758,D42
123741,D11
124108,D36
123808,C2
124448,57
124346,D21
123905,45
124317,B36
123687,46A
123924,44E
124282,6
124420,A29
123696,5
124652,45
123819,A27
124614,42
123742,D38
124046,D24
124358,D16
123995,G2A
124355,D20
124802,B35
124708,7
124223,2
123943,B4A
123750,E9
124554,D18
123955,C15
124076,84
124397,10
123854,E17
124376,77
123878,3
123997,7
124712,D14
123839,E36
124095,C20
123829,B13
124760,B42
123780,A14
123643,A2G
123800,76A
123775,A3
124779,84
123832,58
124798,C126
123762,--
123638,A37
124424,77
124220,E3
123798,C21
123987,--
124533,D23
123674,C17
124530,75
124589,96
125237,16
125848,G12
125910,C14
125830,D2
125902,G9
125077,K13
125144,A7
125325,D32
125042,K16
125968,H17
125897,1
125438,A28
125846,38
125706,E5
125612,D17
125218,6
125595,G14A
125345,D28
125860,5
124879,A3
125684,A29
124915,E14
124982,27
124849,H12
124953,D20
124936,D11
125304,C8
125003,D33
125658,57
125552,D29
125099,43
125524,B34
124881,47A
125117,44J
125487,46
125627,A29
125546,5
124889,3
125866,43
125014,A27
125826,39
124937,D41
125242,D49
125564,D16
125187,G2A
125561,C29
126023,B33
125922,37
125425,2
125136,B22
124946,E1
125764,D18
125148,C24
125270,75A
125604,9
125050,C-40
125583,73
125072,3
125189,7
125926,D14
125035,E36
125290,A5D
125025,B13
125976,B36
124975,A18
124836,A1A
124995,78B
124971,A3
125998,--
125028,58
126019,C136
124957,--
124831,A37
125631,73
125423,E3
124993,C21
125179,--
125746,D23
124867,D5
125743,73
125801,87
126406,14
126151,D2
126163,D48
126885,G1A
126455,D22A
126931,C20
126867,D3
126925,H3A
126209,C19
126268,K16
126329,A7
126734,57
126647,C7
126289,46
126624,B29
126303,44I
126599,4
126710,A29
126640,5
126469,D17
126240,H11B
126109,5
126898,40
126920,1
126217,A27
126551,C27
126769,D34
126882,12
126865,46
126394,6
126152,D37
126684,G3
126485,D29
126892,3
126101,A3
126749,A29
126134,E14
126410,D6
126658,D44
126369,H4
126655,C28
127012,B33
126941,1
126193,27
126072,H6
126540,2
126322,B13
126157,E16
126816,D18
126431,73
126691,8
126247,C-40
126673,75A
126371,9
126945,D25
126443,C26
126227,C20
126978,B42
126186,A24
126056,A2G
126203,87A
126184,A11
126230,58
127008,C123
126168,--
126050,A37
126538,E3
126201,A18
126361,--
126799,D23
126091,D3
126796,73
126841,100
127405,15
127146,D23
127158,D44
127907,H5
127459,C8
127953,A29
127891,D3
127947,G19
127203,A35
127267,K16
127326,A7
127764,55
127670,C15
127288,46
127644,B36
127301,44J
127614,3
127740,A29
127664,5
127475,D20
127236,K3
127100,1
127917,40
127941,1
127213,A27
127801,E5
127904,41
127726,D18
127888,40
127393,6
127147,D19
127708,G1A
127494,C26
127914,3
127091,A3
127786,A29
127124,E14
127409,D12
127681,D16
127365,G5
127678,D22
128043,B34
127963,43
127183,27
127559,2
127320,B11
127152,E15
127840,D18
127329,B10
127431,75A
127717,9
127242,C-40
127699,70A
127967,D25
127447,C18
127224,A12
128006,B36
127177,A29
127045,A2G
127195,77A
127175,A3
128022,80
127227,58
128039,C133
127162,--
127040,A37
127743,77
127557,E3
127193,B13
127357,--
127828,D23
127077,C19
127826,79
127870,96
128472,15
129082,G7
129145,D37
129064,D11
129137,G19
128314,K13
128381,A7
128561,D6
128278,H11B
129204,K12
129132,1
128677,A36
129080,12
128946,E5
128853,A36
128454,6
128834,G3
128582,D17
129094,5
128121,A3
128923,A30
128153,E14
128219,27
128088,H10
128189,D49
128174,D16
128539,A24
128239,C39
128898,57
128792,D38
128337,36
128762,B29
128123,40
128355,44J
128726,12
128868,A29
128783,5
128130,3
129100,42A
128249,A27
129060,36
128175,D30
128477,D12
128803,D3
128424,G9
128800,C14
129253,B28
129157,3
128663,2
128372,B22
128183,E2
129000,D18
128385,C25
128506,75A
128846,10
128286,C-37
128822,70A
128309,5
128426,9
129161,D14
128271,E35
128524,A5D
128260,B13
129213,B45
128210,A14
128075,A2G
128232,76A
128206,A7
129232,84
128263,58
129249,C136
128070,A37
128872,73
128661,E3
128230,C21
128414,--
128984,D23
128110,C27
129034,100
129691,15
130294,G19A
130354,A19
130275,D3
130347,G19
129532,K15
129600,A7
129778,D14
129494,H11A
130416,H10
130342,1
129895,A38
130292,41
130158,D43
130069,D34
129673,6
130049,G2B
129800,D17
130305,1
129329,A3
130136,A29
129365,E12
129433,27
129297,H12
129401,D42
129386,D11
129756,D30
129453,C17
130112,57
130007,C33
129555,40
129976,B35
129331,47B
129573,44E
129941,43
130084,A29
129339,1
130310,47A
129464,A27
130271,40
129387,D39
129696,D10
130018,D16
129642,G6B
130015,C7
130466,B35
130366,2
129881,2
129591,B9B
129395,E9
130212,D18
129604,B8
129724,86
130061,10
129502,E17
130038,73
129527,3
129644,8
130370,D14
129487,E35
129742,C20
129475,B15
130425,B26
129425,A11
129283,A2G
129446,78A
129420,A3
130443,87
129478,58
130462,C125
129405,--
129278,A37
130088,73
129879,E3
129444,C21
129633,--
130196,D23
129317,C27
130193,75
130247,96
130906,15
131511,G11
131572,C16
131491,D1
131564,G19
130748,L8
130817,A7
130992,D16
130711,K9
131634,H6
131559,1
131110,A29
131509,38
131376,E5
131286,C29
130889,6
131266,H4
131015,D29
131522,3
130544,A3
131353,A29
130581,E14
130650,27
130511,K8
130618,D2
130970,D30
130672,C17
131329,57
131224,C15
130772,47
131192,B29
130546,45
130790,44J
131158,5
131301,A29
131216,5
130555,1
131527,40
130683,A27
131487,44
130603,D20
130911,D41
131235,D16
130859,H4
131232,D29
131685,B32
131584,8
131097,2
130808,B10B
130611,E16
131430,D16
130821,B6
130938,83
131278,10
130719,C-37
131255,75B
130743,3
130861,8
131589,D14
130705,E36
130956,A5D
130694,B13
131643,B45
130642,A11
130498,A2A
130663,78B
130637,A18
131662,84
130697,58
131681,C82
130622,--
130493,A37
131305,73
131095,E3
130661,C21
130850,--
131414,D23
130532,C27
131411,73
131464,96
132122,15
132737,G19A
132797,C37
132717,D11
132790,G19
131963,K13
132032,A7
132209,D17
131926,K9
132857,K12
132786,1
132329,C17
132735,2
132599,E7
132508,A20
132104,6
132487,G1B
132231,D28
132748,1
131763,A3
132578,A29
131798,E14
131864,27
131731,K16
131834,D42
131819,D44
132188,D30
131885,C19
132554,57
132445,A25
131986,46
132413,B36
131765,43
132004,44F
132378,6
132524,A29
132437,5
131773,1
132754,45
131896,A27
132713,39
131820,D30
132127,D12
132456,D16
132073,H4
132453,C36
132909,B28
132315,2
132023,B11
131828,E22
132654,D18
132036,B14
132154,81
132500,10
131934,C-39
132477,73
131958,3
132812,D14
131918,E36
132173,A5C
131907,B13
132866,B38
131856,A11
131717,A2G
131877,76A
131852,A21
132886,82
131910,58
132905,C135
131837,--
131712,A37
132528,73
132313,E3
131875,C21
132064,--
132638,D23
131751,C27
132635,77
132688,92
133332,15
133934,G20
133994,C17
133915,D40
133987,G19
133176,K15
133243,A7
133424,D4
133142,K7
134054,H16
133983,1
133535,C30
133932,5
133798,E7
133315,6
133693,G11
133444,C4
133945,3
132985,A3
133776,A29
133019,E14
133086,27
133054,D43
133040,D11
133401,D30
133651,C12
133198,42
133621,B31
132987,48B
133216,44F
133584,39
133726,A29
133643,5
132995,1
133951,46A
133114,A27
133911,38
133041,D19
133337,D20
133661,D3
133285,H2
133658,C6
134102,B32
134006,44
133235,B11
133049,E6
133852,D10
133247,C29
133367,81
133706,10
133149,C-39
133682,72
133171,5
133287,9
134011,D14
133136,E36
133386,A5D
133125,B13
134063,B36
133078,A7
132941,A1A
133099,76A
133074,A14
134081,100
133128,58
134099,C133
133059,--
132936,A37
133730,75B
133520,E3
133097,C21
133276,--
133836,D23
132973,C27
133833,75
133887,92
134483,15
134228,D23
134240,D1
134981,G6B
134535,C8
135028,C7
134964,E9
135022,G19
134288,A22
134347,H15
134409,A7
134741,C2
134371,44
134714,B35
134178,47B
134386,44J
134689,36
134805,A30
134733,5
134550,D41
134322,K9
134183,1
134993,42A
135072,K18
135016,1
134297,A27
134644,A20
134866,E7
134978,43
134790,A20
134962,35
134472,6
134229,D30
134778,G18
134566,D18
134988,5
134176,A3
134844,A29
134206,E14
134488,D10
134751,D2
134447,G6B
134748,A37
135116,B33
135038,3
134271,27
134149,H17
134632,2
134404,B13
134234,E16
134909,D18
134510,84
134785,10
134327,C-29
134767,73
134449,10
135042,D25
134522,A4B
134307,C20
135081,B38
134263,A24
134133,A2C
134282,76B
134261,A30
134310,58
135112,C137
134245,--
134127,A37
134630,E3
134280,C30
134440,--
134893,D23
134166,C27
134890,77
134938,100
135535,15
136094,G2A
136151,A21
136078,D16
136144,G19
135388,K7
135450,A7
135614,D4
135353,H9
136205,H12
135717,D37
136092,33
135969,E7
135883,A18
135522,6
135864,G9
135633,D27
136103,1
135199,A3
135946,A29
135230,E14
135296,31
135166,K7
135265,D5
135252,D22
135596,C8
135315,C15
135923,56B
135828,C7
135409,42
135799,B36
135201,48A
135425,44J
135766,8
135896,A30
135821,5
135208,3
136109,46A
135327,A27
136075,42
135253,D30
135540,D10
135839,D3
135493,G12
135836,C7
136249,B32
136162,45
135704,2
135443,B27
135258,E3
136023,D18
135454,B7
135564,67B
135874,9
135360,C-39
135857,70A
135383,3
135495,9
136166,D25
135582,C20
135338,A20
136214,B36
135287,A7
135153,A2A
135307,87A
135283,A24
136231,81
135341,58
136247,C135
135269,--
135147,A37
135900,72
135702,E3
135305,A19
135484,--
136007,D23
135186,C19
136005,77
136054,94
136697,14
137311,G3
137374,C17
137291,D40
137367,G13
136535,H15
136606,A7
136499,K9
137436,H14
137363,1
136900,C24
137309,6
137173,E5
137080,D40
136679,6
137060,G10
136806,D21
137323,5
136331,A3
137150,A30
136368,E14
136436,27
136299,K16
136406,D40
136392,D40
136763,D33
136457,C2
137125,57
137018,A17
136559,36
136986,B34
136333,43
136577,44E
136950,5
137096,A29
137009,5
136341,1
137330,42B
136468,A27
137287,35
136393,D30
136702,D4
137029,D44
137026,C7
137486,B33
137386,7
136596,B24
136401,E15
137229,D18
136610,B9
136729,84
137071,7
136506,C-39
137050,73
136530,3
136650,7
137390,D25
136491,E36
136748,A5C
136479,B13
137444,B38
136428,A7
136286,A2G
136449,87A
136424,A22
137464,81
136482,58
137482,C134
136410,--
136281,A37
137100,70B
136885,E3
136447,C30
136639,--
137212,D23
136319,C27
137209,71
137261,86
137895,15
138449,G7
138499,C27
138433,D40
138490,H1B
137745,K9
137814,A7
137974,D11
137714,K9
138548,K16
138487,1
138083,A38
138448,46
138321,E5
138240,A24
137875,6
138219,G3
137999,A28
138457,5
137560,A3
138299,A29
137596,E14
137660,27
137531,K15
137627,D34
137614,D1
137956,D30
137678,A39
138276,57
138179,C19
137767,40
138148,B33
137563,41
137785,44J
138124,43
138258,A29
137575,3
138465,43
137689,A27
138431,6
137615,D19
137901,D50
138189,D3
137849,G9
138187,C36
138590,B33
138508,43
138075,2
137803,B25
137620,E16
138370,D20
137817,C17
137928,86
138227,8
137722,C-39
138204,75A
137743,5
137850,12
138511,D14
137709,E35
137943,C20
137699,B13
138555,B42
137648,A3
137520,A2A
137668,78A
137644,A23
138569,86
137702,58
138586,C112
137632,--
137515,A37
138261,76
138071,E3
137667,C26
137843,--
138353,D23
137551,C19
138350,77
138406,100
139031,2
139633,1
139689,2
139612,3
139679,1
138882,4
138944,1
139112,3
138844,2
139736,2
139675,1
139224,2
139632,3
139490,2
139394,2
139014,4
139374,0
139137,3
139641,1
138676,1
139465,1
138713,4
138783,0
138639,2
138750,2
138735,3
139092,3
138805,2
139440,0
139336,2
138902,4
139307,0
138678,4
138920,1
139283,7
139410,1
139330,1
138692,1
139646,3
138815,3
139609,3
138736,3
139037,3
139345,4
138989,1
139342,2
139781,0
139702,4
139217,1
138938,1
138742,0
139549,0
138948,1
139063,0
139385,4
138855,0
139360,0
138876,2
138990,0
139706,0
138838,0
139078,0
138829,2
139741,0
138770,1
138622,2
138797,0
138766,2
139760,0
138832,0
139778,2
138756,0
138616,0
139413,2
139214,1
138796,1
138983,0
139526,0
138662,3
139524,0
139584,0
139121,0
139503,1
138801,0
139399,3
139586,2
138910,0
139207,0
139070,1
139628,4
139188,3
138865,3
139279,0
139602,0
138793,3
139022,0
138901,0
139796,1
139325,0
139739,0
140230,2
140834,1
140887,2
140814,3
140878,1
140079,3
140145,1
140312,2
140041,2
140935,2
140874,1
140424,3
140833,3
140688,2
140594,2
140211,4
140574,0
140338,3
140842,1
139869,1
140665,1
139907,4
139978,0
139832,2
139944,2
139929,2
140292,3
140000,2
140640,1
140536,2
140101,3
140505,0
139870,4
140119,3
140483,4
140610,1
140529,1
139883,1
140847,2
140010,2
140811,3
139930,3
140236,3
140544,3
140186,1
140541,2
140979,0
140900,4
140418,1
140139,1
139936,0
140751,0
140149,1
140261,0
140585,2
140052,0
140560,0
140073,3
140187,5
140904,0
140033,0
140278,0
140024,1
140940,0
139965,4
139816,3
139992,0
139961,1
140959,0
140027,0
140976,1
139950,0
139810,0
140614,2
140415,2
139991,1
140181,0
140727,0
139856,2
140724,0
140786,0
140321,0
140701,2
139996,0
140599,4
140788,1
140108,0
140408,0
140269,1
140829,1
140389,2
140063,0
140479,0
140804,0
139988,3
140221,0
140100,0
140995,1
140524,0
140938,0
141342,3
141093,2
141106,2
141811,1
141386,3
141856,3
141794,3
141850,1
141212,3
141269,1
141656,0
141583,0
141234,4
141559,4
141054,3
141248,1
141543,4
141636,1
141579,1
141404,3
141184,2
141062,1
141825,2
141893,2
141849,1
141160,2
141498,3
141695,2
141810,3
141624,2
141791,3
141327,4
141094,1
141611,0
141425,3
141817,1
141052,1
141674,1
141078,1
141349,2
141590,4
141308,1
141587,2
141939,0
141864,4
141136,0
141024,1
141491,1
141263,1
141100,0
141618,2
141191,0
141309,4
141868,0
141371,0
141175,1
141900,0
141123,2
141012,2
141145,0
141121,1
141923,0
141179,0
141936,2
141109,0
141005,0
141488,1
141144,1
141302,0
141045,3
141720,0
141768,0
141806,1
141539,0
141413,0
141785,0
141706,2
141142,1
141335,0
141233,0
141954,2
141147,0
141574,0
141898,2
141770,1
141241,0
141482,0
142365,3
142078,2
142092,2
142909,2
142420,3
142890,3
142959,1
142149,2
142219,3
142281,1
142738,2
142647,2
142241,3
142616,0
142024,3
142260,1
142593,7
142712,1
142640,1
142437,3
142188,1
142040,1
142923,0
143007,2
142955,1
142159,3
142540,3
142780,2
142908,3
142697,2
142887,3
142347,4
142079,0
142682,0
142461,2
142919,1
142023,1
142756,1
142060,1
142371,3
142656,4
142325,1
142653,2
143055,0
142976,4
