,F,R,S,V
234042,7.0,westsidebrewingcompany,9.0,1.0
246156,7.0,westsidebrewingcompany,1.0,1.0
232988,7.0,windfall,4.0,1.0
234044,7.0,windfall,9.0,1.0
233008,7.0,wogies,4.0,1.0
234046,7.0,wogies,9.0,1.0
246186,7.0,wogies,1.0,1.0
233111,7.0,zipcode,4.0,1.0
234065,7.0,zipcode,9.0,1.0
231670,7.0,parnellsbarrestaurant,4.0,1.0
233736,7.0,parnellsbarrestaurant,9.0,1.0
227511,7.0,amaranthrestaurant,4.0,1.0
242584,7.0,amaranthrestaurant,1.0,1.0
227513,7.0,amayathai,4.0,1.0
233162,7.0,amayathai,9.0,1.0
227521,7.0,americaneastfuzhourestaurant,4.0,1.0
241187,7.0,americaneastfuzhourestaurant,7.0,1.0
242592,7.0,americaneastfuzhourestaurant,1.0,1.0
231898,7.0,qdt,4.0,1.0
233778,7.0,qdt,9.0,1.0
231921,7.0,rakuii,4.0,1.0
233782,7.0,rakuii,9.0,1.0
227627,7.0,applerestaurantbombar,4.0,1.0
242640,7.0,applerestaurantbombar,1.0,1.0
227136,7.0,101restaurant,4.0,1.0
242464,7.0,101restaurant,1.0,1.0
229613,7.0,erminiaristorante,4.0,1.0
233416,7.0,erminiaristorante,9.0,1.0
234472,7.0,erminiaristorante,11.0,1.0
235221,7.0,erminiaristorante,10.0,1.0
229670,7.0,fashion40lounge,4.0,1.0
233428,7.0,fashion40lounge,9.0,1.0
229706,7.0,firehousetavern,4.0,1.0
233433,7.0,firehousetavern,9.0,1.0
229830,7.0,gaetanascucinaitaliana,4.0,1.0
233449,7.0,gaetanascucinaitaliana,9.0,1.0
227593,7.0,anitasdeligrocery,4.0,1.0
242620,7.0,anitasdeligrocery,1.0,1.0
227376,7.0,aceluckthai,4.0,1.0
242520,7.0,aceluckthai,1.0,1.0
227642,7.0,arang,4.0,1.0
242647,7.0,arang,1.0,1.0
227643,7.0,arbys,4.0,1.0
234145,7.0,arbys,11.0,1.0
230675,7.0,lafayettebargrill,4.0,1.0
233572,7.0,lafayettebargrill,9.0,1.0
231207,7.0,mintrestaurant,4.0,1.0
233659,7.0,mintrestaurant,9.0,1.0
231230,7.0,mofongo,4.0,1.0
233663,7.0,mofongo,9.0,1.0
231309,7.0,murals54,4.0,1.0
233678,7.0,murals54,9.0,1.0
232844,7.0,vatanindianrestaurant,4.0,1.0
234013,7.0,vatanindianrestaurant,9.0,1.0
235699,7.0,vatanindianrestaurant,10.0,1.0
230999,7.0,maruzzella,4.0,1.0
237336,7.0,maruzzella,5.0,1.0
240461,7.0,maruzzella,6.0,1.0
244645,7.0,maruzzella,1.0,1.0
231003,7.0,maryannsmexicanrestaurant,4.0,1.0
239135,7.0,maryannsmexicanrestaurant,8.0,1.0
159426,5.0,zocalo,0.0,0.0
233112,7.0,zocalo,4.0,1.0
233082,7.0,yum,4.0,1.0
246232,7.0,yum,1.0,1.0
230291,7.0,iserestaurantinc,4.0,1.0
244134,7.0,iserestaurantinc,1.0,1.0
230655,7.0,laribolita,4.0,1.0
244377,7.0,laribolita,1.0,1.0
230165,7.0,houlihans,4.0,1.0
234552,7.0,houlihans,11.0,1.0
230389,7.0,joesshanghairestaurant,4.0,1.0
239025,7.0,joesshanghairestaurant,8.0,1.0
229876,7.0,ginlane,4.0,1.0
236766,7.0,ginlane,5.0,0.0
243844,7.0,ginlane,1.0,1.0
230404,7.0,johnys,4.0,1.0
244217,7.0,johnys,1.0,1.0
230742,7.0,letableau,4.0,1.0
237206,7.0,letableau,5.0,0.0
240387,7.0,letableau,6.0,0.0
244457,7.0,letableau,1.0,1.0
230308,7.0,itsawrap,4.0,1.0
244150,7.0,itsawrap,1.0,1.0
230020,7.0,haleheartysoups,4.0,1.0
234539,7.0,haleheartysoups,11.0,1.0
243967,7.0,haleheartysoups,1.0,1.0
230022,7.0,hamachijapaneserestaurantsushibar,4.0,1.0
243973,7.0,hamachijapaneserestaurantsushibar,1.0,1.0
230599,7.0,lacasalinga,4.0,1.0
237129,7.0,lacasalinga,5.0,0.0
230076,7.0,hawaiisushi,4.0,1.0
244009,7.0,hawaiisushi,1.0,1.0
230078,7.0,haywunloyrestaurant,4.0,1.0
244011,7.0,haywunloyrestaurant,1.0,1.0
230085,7.0,heartlandbreweryradiocity,4.0,1.0
244022,7.0,heartlandbreweryradiocity,1.0,1.0
230094,7.0,henrysevergreen,4.0,1.0
244026,7.0,henrysevergreen,1.0,1.0
230095,7.0,herbankitchen,4.0,1.0
244027,7.0,herbankitchen,1.0,1.0
199683,6.0,lacotebasque,4.0,0.0
244348,7.0,lacotebasque,1.0,1.0
230375,7.0,jingfongrestaurant,4.0,1.0
241768,7.0,jingfongrestaurant,7.0,1.0
230143,7.0,hopkeerestaurant,4.0,1.0
244051,7.0,hopkeerestaurant,1.0,1.0
229939,7.0,googies,4.0,1.0
243883,7.0,googies,1.0,1.0
230168,7.0,houseofpita,4.0,1.0
244054,7.0,houseofpita,1.0,1.0
230169,7.0,houseofseafood,4.0,1.0
241733,7.0,houseofseafood,7.0,1.0
230109,7.0,hizenjapaneserestaurant,4.0,1.0
244033,7.0,hizenjapaneserestaurant,1.0,1.0
230415,7.0,joycurrytandoor,4.0,1.0
241773,7.0,joycurrytandoor,7.0,1.0
229870,7.0,ghenetrestaurant,4.0,1.0
238933,7.0,ghenetrestaurant,8.0,1.0
230202,7.0,hungarianpastryshop,4.0,1.0
236903,7.0,hungarianpastryshop,5.0,1.0
230206,7.0,hyodonggakinc,4.0,1.0
244075,7.0,hyodonggakinc,1.0,1.0
230364,7.0,jezebel,4.0,1.0
239023,7.0,jezebel,8.0,1.0
241765,7.0,jezebel,7.0,1.0
229947,7.0,gracestrattoriacafegrill,4.0,1.0
238943,7.0,gracestrattoriacafegrill,8.0,1.0
230453,7.0,karahiindiancuisine,4.0,1.0
244256,7.0,karahiindiancuisine,1.0,1.0
229997,7.0,grillroom,4.0,1.0
243932,7.0,grillroom,1.0,1.0
230748,7.0,lezoo,4.0,1.0
244461,7.0,lezoo,1.0,1.0
230678,7.0,lallegriaitalianrestaurant,4.0,1.0
241867,7.0,lallegriaitalianrestaurant,7.0,1.0
230820,7.0,localcafecocktails,4.0,1.0
233596,7.0,localcafecocktails,9.0,1.0
230170,7.0,houstonsrestaurant,4.0,1.0
238978,7.0,houstonsrestaurant,8.0,1.0
230176,7.0,hudsoncornercafe,4.0,1.0
244061,7.0,hudsoncornercafe,1.0,1.0
230614,7.0,laembajada,4.0,1.0
244350,7.0,laembajada,1.0,1.0
229957,7.0,grandtierrestaurant,4.0,1.0
234530,7.0,grandtierrestaurant,11.0,1.0
240179,7.0,grandtierrestaurant,6.0,1.0
230872,7.0,lumirestaurant,4.0,1.0
244551,7.0,lumirestaurant,1.0,1.0
230218,7.0,idamaekitchennlounge,4.0,1.0
234561,7.0,idamaekitchennlounge,11.0,1.0
229862,7.0,genkisushi,4.0,1.0
234517,7.0,genkisushi,11.0,1.0
229746,7.0,fontanaditrevi,4.0,1.0
243762,7.0,fontanaditrevi,1.0,1.0
229443,7.0,dominospizza,4.0,1.0
234446,7.0,dominospizza,11.0,1.0
229669,7.0,fantino,4.0,1.0
234483,7.0,fantino,11.0,1.0
229489,7.0,eastcornerwonton,4.0,1.0
243565,7.0,eastcornerwonton,1.0,1.0
229181,7.0,columbuscafe,4.0,1.0
234387,7.0,columbuscafe,11.0,1.0
229609,7.0,epicesinc,4.0,1.0
238880,7.0,epicesinc,8.0,1.0
229843,7.0,garagerestaurantcafe,4.0,1.0
241674,7.0,garagerestaurantcafe,7.0,1.0
228982,7.0,chinaclub,4.0,1.0
243250,7.0,chinaclub,1.0,1.0
229091,7.0,cima,4.0,1.0
243294,7.0,cima,1.0,1.0
229299,7.0,damario,4.0,1.0
243411,7.0,damario,1.0,1.0
229464,7.0,duaneparkcafe,4.0,1.0
238857,7.0,duaneparkcafe,8.0,1.0
243541,7.0,duaneparkcafe,1.0,1.0
216481,7.0,chineserestaurant,0.0,1.0
229029,7.0,chineserestaurant,4.0,1.0
229036,7.0,chipotlemexicangrill,4.0,1.0
234360,7.0,chipotlemexicangrill,11.0,1.0
229349,7.0,darbareast,4.0,1.0
241521,7.0,darbareast,7.0,1.0
229840,7.0,gammeeokrestaurant,4.0,1.0
238925,7.0,gammeeokrestaurant,8.0,1.0
229626,7.0,estiatoriomilosrestaurant,4.0,1.0
234476,7.0,estiatoriomilosrestaurant,11.0,1.0
229631,7.0,ethiopianrestaurant,4.0,1.0
236636,7.0,ethiopianrestaurant,5.0,1.0
241624,7.0,ethiopianrestaurant,7.0,1.0
243674,7.0,ethiopianrestaurant,1.0,1.0
229596,7.0,empireszechuan,4.0,1.0
236614,7.0,empireszechuan,5.0,1.0
243652,7.0,empireszechuan,1.0,1.0
229067,7.0,chumleys,4.0,1.0
234364,7.0,chumleys,11.0,1.0
229474,7.0,dunkindonuts,4.0,1.0
234455,7.0,dunkindonuts,11.0,1.0
243550,7.0,dunkindonuts,1.0,1.0
229098,7.0,cinemacafeon34th,4.0,1.0
238784,7.0,cinemacafeon34th,8.0,1.0
229102,7.0,cinqueterre,4.0,1.0
243296,7.0,cinqueterre,1.0,1.0
229257,7.0,crosbyconnection,4.0,1.0
243381,7.0,crosbyconnection,1.0,1.0
229728,7.0,flavoredwithonelove,4.0,1.0
243747,7.0,flavoredwithonelove,1.0,0.0
210715,6.0,fleamarket,7.0,0.0
229730,7.0,fleamarket,4.0,1.0
233436,7.0,fleamarket,9.0,1.0
229253,7.0,crazynannys,4.0,1.0
243370,7.0,crazynannys,1.0,1.0
229356,7.0,davidbagel,4.0,1.0
243449,7.0,davidbagel,1.0,1.0
229767,7.0,franksrestaurant,4.0,1.0
236706,7.0,franksrestaurant,5.0,0.0
233019,7.0,woochonrestaurant,4.0,1.0
246194,7.0,woochonrestaurant,1.0,1.0
232470,7.0,sunrisecuisine,4.0,1.0
242337,7.0,sunrisecuisine,7.0,1.0
232454,7.0,summersbarrestaurant,4.0,1.0
233896,7.0,summersbarrestaurant,9.0,1.0
232481,7.0,sushimasa,4.0,1.0
238112,7.0,sushimasa,5.0,1.0
232686,7.0,timecafe,4.0,1.0
245965,7.0,timecafe,1.0,1.0
232428,7.0,subway,4.0,1.0
234874,7.0,subway,11.0,1.0
232408,7.0,stranddiner,4.0,1.0
245716,7.0,stranddiner,1.0,1.0
232748,7.0,trattoriasambuca,4.0,1.0
234925,7.0,trattoriasambuca,11.0,1.0
232943,7.0,wendys,4.0,1.0
234947,7.0,wendys,11.0,1.0
246151,7.0,wendys,1.0,1.0
232804,7.0,twobootstogowest,4.0,1.0
239491,7.0,twobootstogowest,8.0,1.0
21190,0.0,villamosconirestaurant,8.0,0.0
232885,7.0,villamosconirestaurant,4.0,1.0
232860,7.0,veselkarestaurant,4.0,1.0
239502,7.0,veselkarestaurant,8.0,1.0
232643,7.0,thaihousecafe,4.0,1.0
238197,7.0,thaihousecafe,5.0,1.0
232664,7.0,theredlion,4.0,1.0
233961,7.0,theredlion,9.0,1.0
232667,7.0,thesanctuary,4.0,1.0
245934,7.0,thesanctuary,1.0,1.0
232595,7.0,tazzarestaurantbar,4.0,1.0
245834,7.0,tazzarestaurantbar,1.0,1.0
232380,7.0,stmarkspizza,4.0,1.0
245695,7.0,stmarkspizza,1.0,1.0
232429,7.0,subwayrestaurant,4.0,1.0
233893,7.0,subwayrestaurant,9.0,1.0
232922,7.0,waterclub,4.0,1.0
246146,7.0,waterclub,1.0,1.0
232272,7.0,siaminncuisineinc,4.0,1.0
245590,7.0,siaminncuisineinc,1.0,1.0
232219,7.0,sequoiarestaurant,4.0,1.0
233849,7.0,sequoiarestaurant,9.0,1.0
235588,7.0,sequoiarestaurant,10.0,1.0
232166,7.0,sappororestaurant,4.0,1.0
245490,7.0,sappororestaurant,1.0,1.0
231973,7.0,renepujolrestaurant,4.0,1.0
234751,7.0,renepujolrestaurant,11.0,1.0
232075,7.0,rubyfruitbarandgrill,4.0,1.0
245413,7.0,rubyfruitbarandgrill,1.0,1.0
232318,7.0,smithsbarrestaurant,4.0,1.0
238013,7.0,smithsbarrestaurant,5.0,1.0
232009,7.0,rinconcitoperuano,4.0,1.0
237828,7.0,rinconcitoperuano,5.0,1.0
232034,7.0,rodriguezrestaurant,4.0,1.0
245378,7.0,rodriguezrestaurant,1.0,1.0
232250,7.0,sheltongrille,4.0,1.0
233854,7.0,sheltongrille,9.0,1.0
232342,7.0,sophiesrestaurant,4.0,1.0
238038,7.0,sophiesrestaurant,5.0,1.0
245656,7.0,sophiesrestaurant,1.0,1.0
232095,7.0,sagestvartancafe,4.0,1.0
233820,7.0,sagestvartancafe,9.0,1.0
232059,7.0,route66cafeinc,4.0,1.0
245401,7.0,route66cafeinc,1.0,1.0
231734,7.0,pepeverde,4.0,1.0
237660,7.0,pepeverde,5.0,1.0
231733,7.0,peperosso,4.0,1.0
239267,7.0,peperosso,8.0,1.0
242149,7.0,peperosso,7.0,1.0
231816,7.0,pksplacediner,4.0,1.0
233757,7.0,pksplacediner,9.0,1.0
231536,7.0,olliesrestaurant,4.0,1.0
239224,7.0,olliesrestaurant,8.0,1.0
231689,7.0,pasticciorestaurant,4.0,1.0
242137,7.0,pasticciorestaurant,7.0,1.0
231674,7.0,pasharestaurant,4.0,1.0
242134,7.0,pasharestaurant,7.0,1.0
231895,7.0,pyramidafoods,4.0,1.0
245279,7.0,pyramidafoods,1.0,1.0
231897,7.0,q2thai,4.0,1.0
245280,7.0,q2thai,1.0,1.0
231599,7.0,pjcarneyseast,4.0,1.0
245187,7.0,pjcarneyseast,1.0,1.0
231659,7.0,parkavenuecafe,4.0,1.0
234723,7.0,parkavenuecafe,11.0,1.0
239251,7.0,parkavenuecafe,8.0,1.0
231661,7.0,parkbistro,4.0,1.0
237626,7.0,parkbistro,5.0,1.0
239252,7.0,parkbistro,8.0,1.0
245055,7.0,parkbistro,1.0,1.0
231630,7.0,panchomagico,4.0,1.0
242119,7.0,panchomagico,7.0,1.0
231776,7.0,pigwhistletribeca,4.0,1.0
245150,7.0,pigwhistletribeca,1.0,1.0
231777,7.0,pingsseafoodrestaurant,4.0,1.0
242181,7.0,pingsseafoodrestaurant,7.0,1.0
231834,7.0,pollosbravo,4.0,1.0
233761,7.0,pollosbravo,9.0,1.0
245206,7.0,pollosbravo,1.0,1.0
231761,7.0,phobangrestaurantinc,4.0,1.0
239280,7.0,phobangrestaurantinc,8.0,1.0
231646,7.0,paolasrestaurant,4.0,1.0
234718,7.0,paolasrestaurant,11.0,1.0
235489,7.0,paolasrestaurant,10.0,1.0
231009,7.0,massawarestaurant,4.0,1.0
244656,7.0,massawarestaurant,1.0,1.0
231187,7.0,milieu,4.0,1.0
237390,7.0,milieu,5.0,1.0
231086,7.0,mcdonalds,4.0,1.0
234666,7.0,mcdonalds,11.0,1.0
231295,7.0,mrsleeshabushabuwok,4.0,1.0
239187,7.0,mrsleeshabushabuwok,8.0,1.0
231298,7.0,muggs,4.0,1.0
244813,7.0,muggs,1.0,1.0
231026,7.0,mayrose,4.0,1.0
237355,7.0,mayrose,5.0,0.0
244677,7.0,mayrose,1.0,1.0
231315,7.0,murraystreetgrill,4.0,1.0
233680,7.0,murraystreetgrill,9.0,1.0
231329,7.0,nachomamasburritos,4.0,1.0
234692,7.0,nachomamasburritos,11.0,1.0
231332,7.0,nadinesrestaurant,4.0,1.0
244829,7.0,nadinesrestaurant,1.0,1.0
231334,7.0,nagoyajapaneserestaurant,4.0,1.0
244831,7.0,nagoyajapaneserestaurant,1.0,1.0
231345,7.0,nathansfamous,4.0,1.0
234694,7.0,nathansfamous,11.0,1.0
231349,7.0,nationalcafe,4.0,1.0
244838,7.0,nationalcafe,1.0,1.0
230946,7.0,mangiarestaurant,4.0,1.0
244609,7.0,mangiarestaurant,1.0,1.0
230933,7.0,mananarestaurantinc,4.0,1.0
244595,7.0,mananarestaurantinc,1.0,1.0
231140,7.0,metissefrenchbistro,4.0,1.0
233647,7.0,metissefrenchbistro,9.0,1.0
235417,7.0,metissefrenchbistro,10.0,1.0
231439,7.0,nipponrestaurant,4.0,1.0
244892,7.0,nipponrestaurant,1.0,1.0
231148,7.0,mexicanvillage,4.0,1.0
244718,7.0,mexicanvillage,1.0,1.0
231152,7.0,mezze,4.0,1.0
244723,7.0,mezze,1.0,1.0
231249,7.0,monkeybar,4.0,1.0
237420,7.0,monkeybar,5.0,1.0
239175,7.0,monkeybar,8.0,1.0
244779,7.0,monkeybar,1.0,1.0
231277,7.0,motojapaneserestaurant,4.0,1.0
244803,7.0,motojapaneserestaurant,1.0,1.0
230955,7.0,manhattanoceanclub,4.0,1.0
244617,7.0,manhattanoceanclub,1.0,0.0
231239,7.0,mollyweepub,4.0,1.0
244771,7.0,mollyweepub,1.0,1.0
231256,7.0,montebelloristoranteitaliano,4.0,1.0
233667,7.0,montebelloristoranteitaliano,9.0,1.0
235427,7.0,montebelloristoranteitaliano,10.0,1.0
244784,7.0,montebelloristoranteitaliano,1.0,1.0
233125,7.0,1nocello,9.0,1.0
234070,7.0,1nocello,11.0,1.0
234960,7.0,1nocello,10.0,1.0
221234,7.0,10downingfoodwine,2.0,1.0
233126,7.0,10downingfoodwine,9.0,1.0
234961,7.0,10downingfoodwine,10.0,1.0
235742,7.0,10downingfoodwine,5.0,1.0
233127,7.0,15eastrestaurant,9.0,1.0
234962,7.0,15eastrestaurant,10.0,1.0
233131,7.0,5napkinburger,9.0,1.0
234966,7.0,5napkinburger,10.0,1.0
235756,7.0,5napkinburger,5.0,1.0
238547,7.0,5napkinburger,8.0,1.0
241119,7.0,5napkinburger,7.0,1.0
233133,7.0,57fourseasonshotelnewyork,9.0,1.0
234969,7.0,57fourseasonshotelnewyork,10.0,1.0
233134,7.0,5satthepeninsulanewyork,9.0,1.0
234970,7.0,5satthepeninsulanewyork,10.0,1.0
233142,7.0,adouralainducasseatthestregisnewyork,9.0,1.0
234975,7.0,adouralainducasseatthestregisnewyork,10.0,1.0
235785,7.0,adouralainducasseatthestregisnewyork,5.0,1.0
233152,7.0,alfamafineportuguesecuisine,9.0,1.0
234985,7.0,alfamafineportuguesecuisine,10.0,1.0
233157,7.0,almagrill,9.0,1.0
235820,7.0,almagrill,5.0,1.0
239594,7.0,almagrill,6.0,1.0
242571,7.0,almagrill,1.0,1.0
233163,7.0,ambassadorgrillandlounge,9.0,1.0
234994,7.0,ambassadorgrillandlounge,10.0,1.0
238577,7.0,ambassadorgrillandlounge,8.0,1.0
239603,7.0,ambassadorgrillandlounge,6.0,1.0
80816,2.0,amber3rdavenue,10.0,0.0
202237,6.0,amber3rdavenue,9.0,0.0
233165,7.0,amberwest,9.0,1.0
234995,7.0,amberwest,10.0,1.0
233169,7.0,amsterdamrestauranttapaslounge,9.0,1.0
234134,7.0,amsterdamrestauranttapaslounge,11.0,1.0
235000,7.0,amsterdamrestauranttapaslounge,10.0,1.0
233176,7.0,aquavitdiningroom,9.0,1.0
235007,7.0,aquavitdiningroom,10.0,1.0
233177,7.0,archipelago,9.0,1.0
235009,7.0,archipelago,10.0,1.0
235868,7.0,archipelago,5.0,0.0
239633,7.0,archipelago,6.0,0.0
233178,7.0,arnorestaurant,9.0,1.0
235010,7.0,arnorestaurant,10.0,1.0
233182,7.0,asiadecubanewyork,9.0,1.0
234152,7.0,asiadecubanewyork,11.0,1.0
235013,7.0,asiadecubanewyork,10.0,1.0
145942,4.0,bsmithsrestaurantrow,8.0,0.0
233194,7.0,bsmithsrestaurantrow,9.0,1.0
234175,7.0,bsmithsrestaurantrow,11.0,1.0
235024,7.0,bsmithsrestaurantrow,10.0,1.0
242706,7.0,bsmithsrestaurantrow,1.0,1.0
233210,7.0,barclaybarandgrill,9.0,1.0
235036,7.0,barclaybarandgrill,10.0,1.0
233213,7.0,baseraindianbistro,9.0,1.0
235038,7.0,baseraindianbistro,10.0,1.0
236005,7.0,baseraindianbistro,5.0,1.0
233217,7.0,bellalunanyc,9.0,1.0
235043,7.0,bellalunanyc,10.0,1.0
233219,7.0,benandjackssteakhouse,9.0,1.0
235045,7.0,benandjackssteakhouse,10.0,1.0
239717,7.0,benandjackssteakhouse,6.0,1.0
233222,7.0,benoitrestaurantandbar,9.0,1.0
235048,7.0,benoitrestaurantandbar,10.0,1.0
233224,7.0,bgbergdorfgoodman,9.0,1.0
235049,7.0,bgbergdorfgoodman,10.0,1.0
233239,7.0,bltfishbistrolaurenttourondel,9.0,1.0
234238,7.0,bltfishbistrolaurenttourondel,11.0,1.0
235060,7.0,bltfishbistrolaurenttourondel,10.0,1.0
233241,7.0,bltprimebistrolaurenttourondel,9.0,1.0
235062,7.0,bltprimebistrolaurenttourondel,10.0,1.0
233242,7.0,bltsteakbistrolaurenttourondel,9.0,1.0
234241,7.0,bltsteakbistrolaurenttourondel,11.0,1.0
235063,7.0,bltsteakbistrolaurenttourondel,10.0,1.0
233245,7.0,bobbyvansgrill50thstreet,9.0,1.0
235066,7.0,bobbyvansgrill50thstreet,10.0,1.0
238671,7.0,bobbyvansgrill50thstreet,8.0,1.0
233246,7.0,bobbyvansgrillbroadstreet,9.0,1.0
235067,7.0,bobbyvansgrillbroadstreet,10.0,1.0
233247,7.0,bobbyvanssteakhousebroadstreet,9.0,1.0
235070,7.0,bobbyvanssteakhousebroadstreet,10.0,1.0
233248,7.0,boborestaurant,9.0,1.0
235071,7.0,boborestaurant,10.0,1.0
233252,7.0,bodyrestaurantlounge,9.0,1.0
235075,7.0,bodyrestaurantlounge,10.0,1.0
233261,7.0,bourbonstreetbargrill,9.0,1.0
235084,7.0,bourbonstreetbargrill,10.0,1.0
233263,7.0,braeburnrestaurant,9.0,1.0
234263,7.0,braeburnrestaurant,11.0,1.0
235086,7.0,braeburnrestaurant,10.0,1.0
233265,7.0,brasserie1605atthecrowneplazatimessquare,9.0,1.0
235088,7.0,brasserie1605atthecrowneplazatimessquare,10.0,1.0
216001,7.0,brasserieathenee,0.0,1.0
233268,7.0,brasserieathenee,9.0,1.0
235091,7.0,brasserieathenee,10.0,1.0
239795,7.0,brasserieathenee,6.0,1.0
233271,7.0,brazilbrazil,9.0,1.0
234269,7.0,brazilbrazil,11.0,1.0
235094,7.0,brazilbrazil,10.0,1.0
239801,7.0,brazilbrazil,6.0,1.0
80919,2.0,breakfastatfourseasonshotelnewyork,10.0,0.0
233273,7.0,breakfastatfourseasonshotelnewyork,9.0,1.0
233277,7.0,brotherjimmysnewyork,9.0,1.0
235099,7.0,brotherjimmysnewyork,10.0,1.0
233279,7.0,bubbleloungenyc,9.0,1.0
235101,7.0,bubbleloungenyc,10.0,1.0
233280,7.0,buddhabarnewyork,9.0,1.0
235102,7.0,buddhabarnewyork,10.0,1.0
233281,7.0,bullbearatthewaldorfastoria,9.0,1.0
235103,7.0,bullbearatthewaldorfastoria,10.0,1.0
233305,7.0,cafespicenyc,9.0,1.0
235118,7.0,cafespicenyc,10.0,1.0
233310,7.0,capitalgrillenewyorkcity,9.0,1.0
234324,7.0,capitalgrillenewyorkcity,11.0,1.0
235124,7.0,capitalgrillenewyorkcity,10.0,1.0
233312,7.0,carmines91ststreet,9.0,1.0
235127,7.0,carmines91ststreet,10.0,1.0
233316,7.0,caviarrussewavesushi,9.0,1.0
235131,7.0,caviarrussewavesushi,10.0,1.0
239906,7.0,caviarrussewavesushi,6.0,1.0
233327,7.0,charlotte,9.0,1.0
235141,7.0,charlotte,10.0,1.0
233331,7.0,chinagrillnewyork,9.0,1.0
234353,7.0,chinagrillnewyork,11.0,1.0
235145,7.0,chinagrillnewyork,10.0,1.0
233339,7.0,cinemathebrasserie,9.0,1.0
235152,7.0,cinemathebrasserie,10.0,1.0
216568,7.0,citylobstersteakhouse,0.0,1.0
233344,7.0,citylobstersteakhouse,9.0,1.0
235157,7.0,citylobstersteakhouse,10.0,1.0
236392,7.0,citylobstersteakhouse,5.0,1.0
233350,7.0,compassrestaurantnewyork,9.0,1.0
234389,7.0,compassrestaurantnewyork,11.0,1.0
235163,7.0,compassrestaurantnewyork,10.0,1.0
233361,7.0,craveon42nd,9.0,1.0
236438,7.0,craveon42nd,5.0,0.0
241487,7.0,craveon42nd,7.0,1.0
233376,7.0,desantosmanhattan,9.0,1.0
235187,7.0,desantosmanhattan,10.0,1.0
233384,7.0,dervishmediterraneanrestaurant,9.0,1.0
235192,7.0,dervishmediterraneanrestaurant,10.0,1.0
233385,7.0,destinonyc,9.0,1.0
235193,7.0,destinonyc,10.0,1.0
233398,7.0,dopoteatrotrattoria,9.0,1.0
235203,7.0,dopoteatrotrattoria,10.0,1.0
233402,7.0,ducalerestaurant,9.0,1.0
235207,7.0,ducalerestaurant,10.0,1.0
233403,7.0,dukesgramercypark,9.0,1.0
235208,7.0,dukesgramercypark,10.0,1.0
243545,7.0,dukesgramercypark,1.0,1.0
233404,7.0,dukesmurrayhill,9.0,1.0
235209,7.0,dukesmurrayhill,10.0,1.0
243546,7.0,dukesmurrayhill,1.0,1.0
233407,7.0,eastofeighthrestaurant,9.0,1.0
235212,7.0,eastofeighthrestaurant,10.0,1.0
233422,7.0,ethosmanhattan,9.0,1.0
235226,7.0,ethosmanhattan,10.0,1.0
233423,7.0,ethosun,9.0,1.0
235227,7.0,ethosun,10.0,1.0
233426,7.0,facesandnames,9.0,1.0
235230,7.0,facesandnames,10.0,1.0
233430,7.0,figolivemeatpacking,9.0,1.0
235235,7.0,figolivemeatpacking,10.0,1.0
233434,7.0,firesideatomniberkshire,9.0,1.0
235240,7.0,firesideatomniberkshire,10.0,1.0
233442,7.0,frankiejohnniessteakhousemanhattan,9.0,1.0
235247,7.0,frankiejohnniessteakhousemanhattan,10.0,1.0
233443,7.0,frauncestavernrestaurant,9.0,1.0
235248,7.0,frauncestavernrestaurant,10.0,1.0
172735,5.0,gabyrestaurant,11.0,0.0
233448,7.0,gabyrestaurant,9.0,1.0
235253,7.0,gabyrestaurant,10.0,1.0
240143,7.0,gabyrestaurant,6.0,1.0
233461,7.0,giovanniristorantebar,9.0,1.0
235263,7.0,giovanniristorantebar,10.0,1.0
233463,7.0,gobogreenwichvillage,9.0,1.0
235264,7.0,gobogreenwichvillage,10.0,1.0
233468,7.0,grandbarloungesohograndhotel,9.0,1.0
235270,7.0,grandbarloungesohograndhotel,10.0,1.0
233470,7.0,grandtiermetopera,9.0,1.0
235272,7.0,grandtiermetopera,10.0,1.0
233474,7.0,gyukakueastvillage,9.0,1.0
235276,7.0,gyukakueastvillage,10.0,1.0
233475,7.0,gyukakumidtown,9.0,1.0
235277,7.0,gyukakumidtown,10.0,1.0
233479,7.0,harusushiwallstreet,9.0,1.0
235280,7.0,harusushiwallstreet,10.0,1.0
233493,7.0,henrysrestaurant,9.0,1.0
235290,7.0,henrysrestaurant,10.0,1.0
233508,7.0,ilcampanelloristorante,9.0,1.0
234568,7.0,ilcampanelloristorante,11.0,1.0
235302,7.0,ilcampanelloristorante,10.0,1.0
233515,7.0,invinowinebarrestaurant,9.0,1.0
235308,7.0,invinowinebarrestaurant,10.0,1.0
233532,7.0,japonaisnyc,9.0,1.0
235322,7.0,japonaisnyc,10.0,1.0
233537,7.0,jewelofindianyc,9.0,1.0
235326,7.0,jewelofindianyc,10.0,1.0
233542,7.0,josieseast,9.0,1.0
235330,7.0,josieseast,10.0,1.0
233547,7.0,kellaripareagreekbistro,9.0,1.0
235334,7.0,kellaripareagreekbistro,10.0,1.0
233554,7.0,knifeforkrestaurantwinebar,9.0,1.0
235340,7.0,knifeforkrestaurantwinebar,10.0,1.0
233555,7.0,kobeclubnewyork,9.0,1.0
235341,7.0,kobeclubnewyork,10.0,1.0
233557,7.0,koinewyork,9.0,1.0
235342,7.0,koinewyork,10.0,1.0
233573,7.0,lallegriarestaurant,9.0,1.0
